NUM_EP,SCORE,STEP_EP,STEP_GLO,AVG_MAX_Q,AVG_LOSS,LEARING_TIME
59,71,72,1578,-8.11262494325638,87.2286485698488,1.41 secs
60,115,116,1694,-5.95246578701611,88.4966771232671,8.16 secs
61,53,54,1748,-10.675540888751,84.354370518967,1.05 secs
62,93,94,1842,-4.33011799416644,69.1733946889005,2.03 secs
63,51,52,1894,-3.79096624025932,78.854465672603,1.12 secs
64,77,78,1972,-6.75246087404398,76.8098024221567,1.58 secs
65,70,71,2043,-4.75005907491899,71.0344174882056,1.49 secs
66,112,113,2156,-3.291761976164,72.3668536833957,2.42 secs
67,66,67,2223,-3.48650448179957,69.1758839443548,1.45 secs
68,39,40,2263,-4.97505619507283,69.1785057604313,0.86 secs
69,194,195,2458,0.378241319973499,71.2808585545956,4.33 secs
70,93,94,2552,-0.732944658105361,64.41879692103,2.16 secs
71,119,120,2672,-12.2222045687338,54.8031552205483,2.84 secs
72,83,84,2756,-0.807185725442001,56.4048929696991,1.83 secs
73,160,161,2917,-7.92285444476405,58.6229200318733,3.48 secs
74,142,143,3060,-9.06744824797957,45.8087763928033,3.14 secs
75,200,201,3261,-3.08635268282535,44.0416121189274,4.46 secs
76,183,184,3445,-2.86225347674411,33.1371809236057,4.25 secs
77,206,207,3652,-0.451058641184067,24.829745416624,4.67 secs
78,223,224,3876,1.54319796016041,21.6704297609228,5.02 secs
79,316,317,4193,5.48298935108004,18.0224294165379,7.11 secs
80,248,249,4442,3.28033982483618,10.8299909451281,18.34 secs
81,230,231,4673,3.63037005395858,8.69765224030395,5.07 secs
82,197,198,4871,2.13396434493438,5.7573617529124,4.38 secs
83,169,170,5041,2.09189375516246,5.59974456490839,3.89 secs
84,175,176,5217,2.67360818809406,5.08995387034321,4.11 secs
85,180,181,5398,2.83448078652113,5.49958586211198,4.07 secs
86,217,218,5616,5.59876164233466,4.18882017727907,4.74 secs
87,183,184,5800,3.35531810614402,3.729328855366,4.01 secs
88,196,197,5997,5.68342891532152,3.76170586263241,4.22 secs
89,220,221,6218,7.77291286585018,3.75690614469181,5.02 secs
90,216,217,6435,8.68516811467536,3.84025182396448,4.88 secs
91,195,196,6631,7.47031046837872,2.77896851297392,4.67 secs
92,199,200,6831,7.78405157580972,4.71312514095567,4.65 secs
93,181,182,7013,5.54723027995327,3.92999189252873,3.98 secs
94,205,206,7219,8.82191168017758,2.92126338556409,4.47 secs
95,210,211,7430,9.49256840411803,4.07514218604678,4.62 secs
96,179,180,7610,6.50704838368628,3.02795392060652,3.94 secs
97,188,189,7799,9.03270769876147,2.38011263541523,4.4 secs
98,246,247,8046,13.3505409238068,3.25632381534227,5.55 secs
99,215,216,8262,12.3352626890496,2.64760795089899,4.91 secs
100,227,228,8490,13.3239228826082,3.79016328339155,16.01 secs
101,224,225,8715,13.5435214531422,2.92308258565764,4.85 secs
102,230,231,8946,14.3912696226851,3.31081622484184,5.01 secs
103,262,263,9209,17.2045423411145,3.0183957489951,5.78 secs
104,208,209,9418,13.8974898965165,2.45132888481467,4.67 secs
105,264,265,9683,19.1253300030276,2.30011066987689,6.28 secs
106,320,321,10004,22.1764349342321,2.35325971437253,6.79 secs
107,226,227,10231,16.8083687485709,2.59888865861073,5.08 secs
108,332,333,10564,23.1873626379637,1.86605853873778,7.29 secs
109,258,259,10823,20.3361214291175,1.59050615488562,5.73 secs
110,500,500,11323,34.8783505325317,1.68724063129537,10.83 secs
111,368,369,11692,24.7745997593978,0.926443081780723,7.93 secs
112,215,216,11908,15.8838781668908,0.927410769642814,4.75 secs
113,254,255,12163,20.8714989787223,1.09190075630505,5.61 secs
114,178,179,12342,12.5375903635052,0.661772477071129,3.96 secs
115,500,500,12842,39.7688139419556,0.924751560142264,10.76 secs
116,317,318,13160,25.0475188345654,0.762571228240505,6.88 secs
117,239,240,13400,22.3871998942147,1.1855024617437,5.29 secs
118,164,165,13565,11.4848873909676,1.26628302493782,3.62 secs
119,166,167,13732,14.6619406096236,1.38495112701827,3.7 secs
120,240,241,13973,22.555735383291,0.927774304643861,17.3 secs
